ID	ISO	Glottocode	Language	Slug	NLexemes	NCognates	Author	Latitude	Longitude	Classification
548	brr	bira1254	Mbirao	Mbirao_548	215	198	Tryon & Hackman (1983)	-9.7372	160.5204	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Gela-Guadalcanal, Guadalcanal
584	aia	aros1241	Arosi (Tawatana Village)	Arosi_Tawatana_Village_584	214	198	Tryon & Hackman (1983)	-10.2500	161.3333	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, San Cristobal
37	bgt	bugh1239	Bughotu	Bughotu_37	275	197	Blust	-8.4941	159.8071	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Gela-Guadalcanal, Bughotu
516	agw	kahu1241	Tawaroga	Tawaroga_516	202	196	Tryon & Hackman (1983)	-10.6963	162.1906	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, San Cristobal
542	mln	mala1484	Malango	Malango_542	223	195	Tryon & Hackman (1983)	-9.6138	160.1178	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Gela-Guadalcanal, Guadalcanal
1229		nati1244	Na:ti (Windua)	Nati_Windua_1229	213	195	Aviva Shimelman	-16.4687	167.4961	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior
1626	rar	rapa1245	Mangaia	Mangaia_1626	207	195	Mangaian Dictionary Online (2016)	-	-	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic
120	tvk	sout2859	Ambrym, South-East	Ambrym_South-East_120	214	194	Blust, from: Parker (1970)	-16.3096	168.2556	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
162	tnl	lena1238	Lenakel	Lenakel_162	208	193	John Lynch	-19.4666	169.2389	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, South Vanuatu, Tanna
359	lcm	tung1290	Tungag / Tungak / Lavongai	Tungag_359	288	193	Beaumont & Lloyd (1988)	-2.5500	150.2500	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, Lavongai-Nalik
382	ksd	kuan1248	Tolai	Tolai_382	240	193	Lawrence Vue, Malcolm Ross	-4.2500	152.0800	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic
558	stn	owaa1237	Santa Catalina	Santa_Catalina_558	202	193	Tryon & Hackman (1983)	-10.8255	162.3047	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, San Cristobal
585	alu	area1240	'Are'are (Ma'asupa Village)	Areare_Maasupa_Village_585	204	192	Tryon & Hackman (1983)	-9.2500	161.1667	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Southern
7	gdd	geda1237	Gedaged	Gedaged_7	269	191	Blust, From: Mager (1952)	-5.1238	145.7886	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Bel
87	mvo	maro1244	Marovo	Marovo_87	221	191	Blust, from Tryon & Hackman (1983)	-8.7819	158.1866	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, East
798	bpa	daka1243	Daa kaka (West Ambrym, Vanuatu)	Daa_Kaka_West_Ambrym_Vanuatu_798	247	191	Kilu von Prince	-	-	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1429	dob	dobu1241	Dobu	Dobu_1429	256	190	Schlossberg (2012)	-9.6324	150.8250	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Dobu-Duau
244	nho	taku1257	Takuu	Takuu_244	190	189	POLLEX 2000 (Bruce Biggs & Ross Clark)	-4.7500	157.0333	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean
129	tbf	mand1440	Tabar	Tabar_129	211	188	Malcolm Ross	-3.2870	151.6510	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, Tabar
228	nwi	sout2869	Tanna, Southwest	Tanna_Southwest_228	199	188	John Lynch	-19.5805	169.3542	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, South Vanuatu, Tanna
287	mwh	mouk1239	Aria	Aria_287	233	188	Thurston (1996)	-5.6488	149.2383	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Bibling
566	far	fata1245	Fataleka	Fataleka_566	201	188	Tryon & Hackman (1983)	-8.5904	160.8614	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern
219	mox	moli1248	Molima	Molima_219	229	187	Blust, from Chowning	-9.5791	150.6445	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Bwaidoga
521	nke	duke1237	Nduke	Nduke_521	261	187	Tryon & Hackman (1983)	-7.9777	157.0639	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West
535	mpr	vang1243	Vangunu	Vangunu_535	205	187	Tryon & Hackman (1983)	-8.6683	157.9972	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, East
366	tbc	taki1248	Takia	Takia_366	237	186	Malcolm Ross	-4.6906	145.9745	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Bel
556	faf	faga1239	Fagani (Rihu'a)	Fagani_Rihua_556	199	186	Tryon & Hackman (1983)	-10.4479	161.6618	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, San Cristobal
386	vmg	mini1251	Lunga Lunga  (Minigir)	Lunga_Lunga__Minigir_386	241	185	Word List A: Pipil PisaiWord List B: Betty KubakWord List C: Junias PuluWord List D: David KolisMalcolm Ross	-4.2136	152.0103	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic
1217	mwi	labo1244	Ninde (Lawa)	Ninde_Lawa_1217	188	185	Aviva Shimelman	-16.4291	167.4420	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Labo
179	pon	pohn1238	Ponapean	Ponapean_179	255	184	Blust, from: Rehg & Sohl (1979)	5.6335	159.0084	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ponapeic-Trukic, Ponapeic
557	ora	oroh1237	Oroha	Oroha_557	199	184	Tryon & Hackman (1983)	-9.7386	161.5128	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Southern
1288	aul	aulu1238	Aulua (Netimb)	Aulua_Netimb_1288	189	184	Aviva Shimelman	-16.3579	167.6970	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
26	meu	motu1246	Motu	Motu_26	220	183	Blust, from: Lister-Turner & Clark (1930)	-9.4274	147.1619	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Central Papuan, Sinagoro-Keapara
102	nlg	gela1263	Nggela	Nggela_102	250	183	Blust, From Fox	-9.0800	160.2500	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Gela-Guadalcanal, Gela
550	gmb	gula1270	Kwai	Kwai_550	197	183	Tryon & Hackman (1983)	-8.7474	161.0230	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern
580	blp	blab1237	Blablanga	Blablanga_580	196	183	Tryon & Hackman (1983)	-8.1506	159.4186	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, Central
1427	bwd	bwai1242	Bwaidoga	Bwaidoga_1427	242	183	Schlossberg (2012)	-9.5116	150.2970	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Bwaidoga
73	los	loni1238	Loniu	Loniu_73	214	181	Blust	-2.0732	147.3322	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, Mokoreng-Loniu
159	kij	kili1267	Kilivila	Kilivila_159	241	181	Eprem T. Moguna	-8.4832	151.0620	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Kilivila-Louisiades, Kilivila
1246	pgk	rere1240	Pangkumu (Datisman)	Pangkumu_Datisman_1246	187	181	Aviva Shimelman	-16.2934	167.6510	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
76	nee	kuma1276	Nêlêmwa	Nelemwa_76	230	180	Isabelle Bril	-20.2500	164.0800	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern, Extreme Northern
98	nsn	neha1247	Nehan Hape	Nehan_Hape_98	202	180	Bertha Quista Kenneth	-4.4861	154.2151	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Nehan-North Bougainville, Nehan
245	tkl	toke1240	Tokelau	Tokelau_245	189	180	POLLEX 2000 (Bruce Biggs & Ross Clark)	-8.9518	-171.5366	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Tokelauan
528	ksg	kusa1251	Kusaghe	Kusaghe_528	197	180	Tryon & Hackman (1983)	-8.0406	157.4627	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West
561	lgu	long1395	Longgu	Longgu_561	242	180	Tryon & Hackman (1983)	-9.7500	160.6667	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Longgu
1247	onu	unua1237	Unua (Noferai)	Unua_Noferai_1247	193	180	Aviva Shimelman	-16.2638	167.5990	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
1318	mll	malu1245	Malua Bay (Marasup)	Malua_Bay_Marasup_1318	182	180	Aviva Shimelman	-15.9813	167.2080	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
1319	mme	maee1241	Tirax (Mae B)	Tirax_Mae_B_1319	188	180	Aviva Shimelman	-15.9914	167.2880	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
21	jaj	zaza1245	Kilokaka (Ysabel)	Kilokaka_Ysabel_21	193	179	Blust, from Tryon & Hackman (1983)	-8.2060	159.3292	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, Central
212	jaz	jawe1237	Jawe	Jawe_212	219	179	Blust, from: Haudricourt and Ozanne-Rivierre (1982)	-20.6431	164.7729	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern, North, Nemi
282	kvc	kove1237	Kove	Kove_282	241	178	A. Chowning	-5.4738	148.9307	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Ngero, Bariai
549	lgl	wala1266	Langalanga	Langalanga_549	204	178	Tryon & Hackman (1983)	-8.8194	160.7413	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, Malaita, Northern
1238	dix	dixo1238	Angavae (Dixon Reef)	Angavae_Dixon_Reef_1238	191	178	Aviva Shimelman	-	-	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior
1412	klv	mask1242	Uliveo (Lurtes) 162-107	Uliveo_Lurtes_162-107_1412	202	178	Aviva Shimelman	-16.5073	167.8180	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
1431	pwg	gapa1238	Gapapaiwa	Gapapaiwa_1431	216	178	Schlossberg (2012)	-9.7332	149.8540	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Are-Taupota, Are
459		nese1235	Nese	Nese_459	192	177	Terry Crowley / John Lynch	-16.0617	167.1872	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
555	gga	gaoo1237	Nggao (Poro)	Nggao_Poro_555	208	177	Tryon & Hackman (1983)	-8.3516	159.7887	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, East
1292	vrt	burm1263	Burmbar (Fartavo)	Burmbar_Fartavo_1292	183	177	Aviva Shimelman	-16.4165	167.7312	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
343	stw	sata1237	Satawalese	Satawalese_343	178	176	Bender et al. (2003a,b)	7.9622	146.2538	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ponapeic-Trukic, Trukic
464	uur	urav1235	Ura	Ura_464	206	176	Crowley, Terry. 1999. Ura: A disappearing language	-18.9493	169.6173	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, South Vanuatu, Erromanga
470	lmb	mere1242	Merei	Merei_470	202	176	Chung, 2005	-15.3319	166.8988	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo
639	hiw	hiww1237	Hiw	Hiw_639	218	176	Dr Alex François	-13.1391	166.5559	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
995	pat	bowa1234	Papitalai	Papitalai_995	200	176	Jessica Cleary-Kemp	-2.0622	147.4170	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, East
1244	lgk	ling1265	Neverver (Lingarak - Sakan)	Neverver_Lingarak_Sakan_1244	195	176	Aviva Shimelman	-16.1986	167.4990	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Malekula Central
1325	upv	urip1239	Wala (Worprev B)	Wala_Worprev_B_1325	178	176	Aviva Shimelman	-16.0095	167.3464	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
227	swp	suau1242	Suau	Suau_227	197	175	Blust, from Cooper (1975)	-10.7605	150.3836	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, Suauic
342	mkj	moki1238	Mokilese	Mokilese_342	177	175	Bender et al. (2003a,b)	5.8275	161.7198	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ponapeic-Trukic, Ponapeic
1080	mwo	cent2058	Maewo, Central (Peterara)	Maewo_Central_Peterara_1080	185	175	Tryon (1976)	-15.0784	168.1350	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
108	pma	paam1238	Paamese (South)	Paamese_South_108	199	174	T. Crowley	-16.5204	168.3380	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1111	mrm	merl1237	Mwerlap (Merlav)	Mwerlap_Merlav_1111	187	174	Tryon (1976)	-14.4213	168.0390	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
355	tkw	tean1237	Buma	Buma_355	212	173	Tryon & Hackman (1983) and Cashmore (1972)	-11.6300	166.8300	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Utupua-Vanikoro
1103	lww	lewo1242	Lamenu (Nul)	Lamenu_Nul_1103	178	173	Tryon (1976)	-16.6098	168.1710	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Epi, Lamenu-Baki, Lamenu-Lewo
1293		nisv1234	Nisvai (Blacksands)	Nisvai_Blacksands_1293	183	173	Aviva Shimelman	-16.4131	167.7856	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior
1459	wed	weda1241	Wedau	Wedau_1459	257	173	Schlossberg (2012)	-10.1246	150.1720	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D'Entrecasteaux, Are-Taupota, Taupota
30	kxa	kair1263	Kairiru	Kairiru_30	249	172	R. Wivell	-3.3544	143.5638	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Schouten, Kairiru-Manam, Kairiru
149	aty	anei1239	Anejom (Aneityum)	Anejom_Aneityum_149	207	172	John Lynch	-20.1900	169.8267	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, South Vanuatu, Aneityum
242	mxe	mele1250	Ifira-Mele (Mele-Fila)	Ifira-Mele_Mele-Fila_242	173	172	POLLEX 2000 (Bruce Biggs & Ross Clark)	-17.7330	168.2996	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic
393	kse	kuni1263	Kuni	Kuni_393	246	172	Alan Jones, Barnabas Maua, Malcolm Ross	-8.6637	146.8743	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Central Papuan, West Central Papuan, Nuclear
1007	bnk	bier1244	Bierebo (Yevali)	Bierebo_Yevali_1007	182	172	Tryon (1976)	-16.6663	168.1540	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Epi, Lamenu-Baki, Baki-Bierebo
365	kkk	koko1269	Kokota	Kokota_365	188	171	Tryon & Hackman 1983 / Palmer 1999	-8.0000	159.1300	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, Central
504	ntu	natu1246	Malo, Santa Cruz	Malo_Santa_Cruz_504	211	171	Tryon & Hackman (1983)	-10.4959	165.7425	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Reefs-Santa Cruz
1000	lpa	lele1267	Lelepa	Lelepa_1000	192	171	Sébastien Lacrampe	-17.6042	168.2020	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Central Vanuatu
1065	msn	vure1239	Vurës (Mosina)	Vures_Mosina_1065	185	170	Tryon (1976)	-13.8746	167.5160	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1077	vra	vera1241	Vera'a (Vatrata)	Veraa_Vatrata_1077	179	170	Tryon (1976)	-13.8096	167.4750	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
1145	btr	baet1237	Baetora (Navenevene)	Baetora_Navenevene_1145	183	170	Tryon (1976)	-15.2574	168.1590	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
696	lrz	leme1238	Lemerig	Lemerig_696	186	169	Alexandre François	-	-	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
